"Date","Price","Open","High","Low","Vol.","Change %"
"05/07/2019","24.55","27.18","27.26","24.16","1.06M","-9.41%"
"05/08/2019","23.54","23.70","26.00","23.53","1.02M","-4.11%"
"05/09/2019","23.26","23.50","24.00","22.75","523.12K","-1.19%"
"05/10/2019","24.92","23.04","24.93","22.80","536.23K","7.14%"
"05/13/2019","24.43","24.46","24.77","23.23","491.78K","-1.97%"
"05/14/2019","23.59","24.50","24.89","23.57","473.93K","-3.44%"
"05/15/2019","23.12","23.46","23.84","22.81","847.32K","-1.99%"
"05/16/2019","23.46","23.50","24.05","23.15","536.57K","1.47%"
"05/17/2019","23.08","23.31","23.43","21.68","1.28M","-1.62%"
"05/20/2019","22.60","22.85","23.60","22.55","553.00K","-2.08%"
"05/21/2019","22.70","22.65","23.16","22.43","475.91K","0.44%"
"05/22/2019","22.00","22.65","22.77","21.93","569.59K","-3.08%"
"05/23/2019","21.38","21.75","21.94","21.01","739.55K","-2.82%"
"05/24/2019","21.83","21.56","22.00","21.41","744.00K","2.10%"
"05/28/2019","21.54","22.30","22.46","21.44","616.01K","-1.33%"
"05/29/2019","21.70","21.71","21.90","21.16","490.74K","0.74%"
"05/30/2019","21.49","21.84","21.90","21.05","361.29K","-0.97%"
"05/31/2019","20.78","21.16","21.38","20.74","443.53K","-3.30%"
"06/03/2019","19.85","20.79","20.99","18.82","1.03M","-4.48%"
"06/04/2019","19.47","19.76","20.74","19.23","1.08M","-1.91%"
"06/05/2019","17.70","19.20","19.20","17.20","5.05M","-9.09%"
"06/06/2019","17.94","17.83","18.92","17.61","6.07M","1.36%"
"06/07/2019","17.52","17.71","18.40","17.30","1.89M","-2.34%"
"06/10/2019","15.67","17.85","17.99","15.67","2.57M","-10.56%"
"06/11/2019","16.00","16.09","16.88","15.75","5.61M","2.11%"
"06/12/2019","16.30","16.11","16.36","15.62","2.04M","1.87%"
"06/13/2019","16.16","16.42","17.59","16.05","1.61M","-0.86%"
"06/14/2019","15.40","16.25","16.68","15.32","2.08M","-4.70%"
"06/17/2019","15.77","15.54","15.85","15.28","1.22M","2.40%"
"06/18/2019","15.74","15.90","16.19","15.58","1.12M","-0.19%"
"06/19/2019","15.50","15.75","16.30","15.37","2.83M","-1.52%"
"06/20/2019","15.18","15.85","15.94","14.86","1.61M","-2.06%"
"06/21/2019","14.70","15.20","15.32","14.50","2.12M","-3.16%"
"06/24/2019","14.04","14.41","14.69","14.02","1.33M","-4.49%"
"06/25/2019","13.77","14.11","14.25","13.65","1.94M","-1.92%"
"06/26/2019","13.70","13.92","14.18","13.65","1.11M","-0.51%"
"06/27/2019","14.34","13.50","14.40","13.50","1.72M","4.67%"
"06/28/2019","14.64","14.41","14.64","14.11","1.66M","2.09%"
"07/01/2019","14.73","14.86","15.08","14.47","1.14M","0.61%"
"07/02/2019","14.40","14.71","14.71","14.00","1.20M","-2.24%"
"07/03/2019","15.31","14.50","15.33","14.40","954.48K","6.32%"
"07/05/2019","14.96","15.47","15.47","14.83","970.64K","-2.29%"
"07/08/2019","14.29","14.89","14.90","14.14","938.42K","-4.48%"
"07/09/2019","14.85","14.31","14.85","14.15","739.83K","3.92%"
"07/10/2019","14.48","14.94","15.22","14.05","1.77M","-2.49%"
"07/11/2019","14.44","14.56","14.70","14.12","1.14M","-0.28%"
"07/12/2019","14.20","14.27","14.48","14.06","1.08M","-1.66%"
"07/15/2019","14.32","14.28","14.46","14.00","727.62K","0.85%"
"07/16/2019","14.14","14.32","14.47","14.00","1.11M","-1.26%"
"07/17/2019","14.03","14.17","14.59","14.00","1.20M","-0.78%"
"07/18/2019","14.26","14.09","14.28","13.90","756.87K","1.64%"
"07/19/2019","14.11","14.29","14.40","14.01","1.04M","-1.05%"
"07/22/2019","14.05","14.22","14.32","13.91","1.06M","-0.43%"
"07/23/2019","13.60","14.06","14.13","13.12","2.05M","-3.20%"
"07/24/2019","14.47","13.75","14.52","13.47","1.17M","6.40%"
"07/25/2019","13.51","14.51","14.65","13.50","895.58K","-6.63%"
"07/26/2019","14.12","13.59","14.18","13.36","669.06K","4.52%"
"07/29/2019","13.69","14.17","14.33","13.56","1.05M","-3.05%"
"07/30/2019","13.40","13.61","13.76","13.29","929.54K","-2.12%"
"07/31/2019","13.10","13.42","13.51","13.04","1.09M","-2.24%"
"08/01/2019","13.01","13.20","13.40","12.71","1.50M","-0.69%"
"08/02/2019","12.73","13.00","13.04","12.40","1.18M","-2.15%"
"08/05/2019","12.26","12.55","12.69","12.20","1.04M","-3.69%"
"08/06/2019","12.29","12.50","12.87","11.90","2.01M","0.24%"
"08/07/2019","12.85","12.26","14.50","11.54","3.00M","4.56%"
"08/08/2019","13.19","12.91","13.30","12.30","1.50M","2.65%"
"08/09/2019","13.33","13.14","13.55","12.97","745.19K","1.06%"
"08/12/2019","13.02","13.42","13.68","12.98","780.31K","-2.33%"
"08/13/2019","13.30","13.00","13.39","12.76","558.99K","2.15%"
"08/14/2019","12.74","13.08","13.22","12.50","1.36M","-4.21%"
"08/15/2019","12.67","12.72","12.95","12.47","1.16M","-0.55%"
"08/16/2019","13.16","12.85","13.24","12.79","1.11M","3.87%"
"08/19/2019","13.40","13.25","13.50","13.02","1.96M","1.82%"
"08/20/2019","14.15","13.87","14.65","13.60","3.37M","5.60%"
"08/21/2019","14.29","14.25","14.41","13.76","1.42M","0.99%"
"08/22/2019","14.16","14.37","14.43","14.04","1.02M","-0.91%"
"08/23/2019","13.88","14.08","14.36","13.83","1.50M","-1.98%"
"08/26/2019","14.97","14.01","15.38","14.00","3.15M","7.85%"
"08/27/2019","14.51","15.17","15.50","14.12","2.72M","-3.07%"
"08/28/2019","14.82","14.51","15.04","14.38","1.45M","2.14%"
"08/29/2019","15.18","14.91","15.20","14.61","1.68M","2.43%"
"08/30/2019","15.73","15.30","15.75","15.20","1.60M","3.62%"
"09/03/2019","14.88","16.10","16.50","14.35","2.51M","-5.40%"
"09/04/2019","15.42","15.11","15.59","14.80","1.56M","3.63%"
"09/05/2019","15.53","15.65","16.13","15.02","1.39M","0.71%"
"09/06/2019","15.88","15.56","16.18","15.14","2.04M","2.25%"
"09/09/2019","16.03","15.98","16.23","15.36","2.31M","0.94%"
"09/10/2019","17.09","16.06","17.34","15.97","3.08M","6.61%"
"09/11/2019","15.92","17.34","17.59","15.89","3.59M","-6.85%"
"09/12/2019","16.40","16.23","18.46","16.20","8.29M","3.02%"
"09/13/2019","16.71","16.45","17.04","16.06","3.16M","1.89%"
